station_id,ev_network,state,pred,confidence,label,evidence,primary_path,context_path
421304,Tesla,WA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement and parking lines, with no man-made overhead structure covering the stalls.",data-ev\data\images\primary\421304_primary_c920ea4e0aa7.png,data-ev\data\images\context\421304_context_c920ea4e0aa7.png
422109,FORD_CHARGE,MI,no_shade,0.9,no_shade,"The charger coordinates are centered on a large, flat, featureless building roof, indicating the actual charger is likely in the adjacent open parking lot which has no overhead cover.",data-ev\data\images\primary\422109_primary_dbec17f3ef43.png,data-ev\data\images\context\422109_context_dbec17f3ef43.png
422166,Electrify America,NY,no_shade,1.0,no_shade,"The center of both images clearly shows a paved road with painted lines, indicating an open-air location with no overhead man-made cover.",data-ev\data\images\primary\422166_primary_acefc0389670.png,data-ev\data\images\context\422166_context_acefc0389670.png
422242,GO_TO_U,CA,no_shade,0.9,no_shade,"The center of the image shows a building roof, but the surrounding context reveals a large open parking lot adjacent to the building, suggesting the charger is located there and is open to the sky.",data-ev\data\images\primary\422242_primary_03115be7c22a.png,data-ev\data\images\context\422242_context_03115be7c22a.png
422461,ChargePoint Network,WY,no_shade,1.0,no_shade,"The center of both images clearly shows an open, dark gray paved parking area with some green landscaping, indicating no man-made overhead cover.",data-ev\data\images\primary\422461_primary_333d12a6210b.png,data-ev\data\images\context\422461_context_333d12a6210b.png
422596,RED_E,IL,no_shade,1.0,no_shade,"The center of the image clearly shows open parking stalls with painted lines and parked cars, with no visible man-made overhead structure.",data-ev\data\images\primary\422596_primary_b14a5af3dd67.png,data-ev\data\images\context\422596_context_b14a5af3dd67.png
428483,eVgo Network,CA,no_shade,0.9,no_shade,"The center of both images clearly shows an open road with no overhead structures, indicating the charging stall is open to the sky.",data-ev\data\images\primary\428483_primary_608ad7b95d56.png,data-ev\data\images\context\428483_context_608ad7b95d56.png
429748,FLIPTURN,SD,uncertain,0.9,uncertain,"The center of the image shows a flat, featureless building roof with no cars or parking stalls, indicating the charger's actual location is likely misgeocoded and not clearly visible in the surrounding area.",data-ev\data\images\primary\429748_primary_413428f0035b.png,data-ev\data\images\context\429748_context_413428f0035b.png
430835,Tesla,CO,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement, parking lines, and parked cars, with no man-made overhead structure.",data-ev\data\images\primary\430835_primary_a7d6c2a51fcc.png,data-ev\data\images\context\430835_context_a7d6c2a51fcc.png
434979,ChargePoint Network,UT,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure or vegetation providing cover.",data-ev\data\images\primary\434979_primary_ce2a8b001630.png,data-ev\data\images\context\434979_context_ce2a8b001630.png
439000,ENVIROSPARK,GA,uncertain,0.9,uncertain,"The center of both images shows a large, dark building roof with no visible parking stalls or cars, indicating the charger's actual location is likely misgeocoded onto the building rather than its parking stall.",data-ev\data\images\primary\439000_primary_08612ac10346.png,data-ev\data\images\context\439000_context_08612ac10346.png
440882,TURNONGREEN,NV,no_shade,0.9,no_shade,"The center of the image is on a building roof, not a parking deck, and a large open parking lot is visible adjacent to the building in the context image, indicating the charger is likely in the open lot.",data-ev\data\images\primary\440882_primary_414c821bbdd8.png,data-ev\data\images\context\440882_context_414c821bbdd8.png
445719,ChargePoint Network,MA,no_shade,1.0,no_shade,"The center of the image clearly shows open parking stalls with white lines on pavement, with no visible overhead man-made structure, canopy, or roof.",data-ev\data\images\primary\445719_primary_f49790a8cf70.png,data-ev\data\images\context\445719_context_f49790a8cf70.png
445753,Tesla,FL,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement, parking lines, and parked cars, with no man-made overhead structure.",data-ev\data\images\primary\445753_primary_45912f78975a.png,data-ev\data\images\context\445753_context_45912f78975a.png
445846,IONNA,NV,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parking lines, with no man-made overhead structure directly above the charger location.",data-ev\data\images\primary\445846_primary_05665ccf8c03.png,data-ev\data\images\context\445846_context_05665ccf8c03.png
446489,EVXY,IL,no_shade,1.0,no_shade,"The center of the image shows an open road intersection and adjacent parking lot, with no man-made overhead structure visible.",data-ev\data\images\primary\446489_primary_f3f6fde3047e.png,data-ev\data\images\context\446489_context_f3f6fde3047e.png
447225,ONPOINT_EV_SOLUTIONS,TX,no_shade,0.7,no_shade,"The extremely blurry images show a flat, light-colored surface with faint white markings at the center, but no discernible overhead structure, canopy, or garage.",data-ev\data\images\primary\447225_primary_23e148e947f0.png,data-ev\data\images\context\447225_context_23e148e947f0.png
448175,UNIVERSAL,IL,no_shade,0.9,no_shade,"The center of the image shows a large building roof, but the surrounding context clearly indicates open parking lots, suggesting the charger is located in an adjacent uncovered parking stall.",data-ev\data\images\primary\448175_primary_c72934189975.png,data-ev\data\images\context\448175_context_c72934189975.png
448244,ChargePoint Network,OH,no_shade,1.0,no_shade,"The center of the image clearly shows open parking stalls on bare pavement, with no man-made overhead structure visible.",data-ev\data\images\primary\448244_primary_23f4f2faba95.png,data-ev\data\images\context\448244_context_23f4f2faba95.png
448466,IONNA,IL,no_shade,1.0,no_shade,"The central area of the image clearly shows open pavement and parking lines, with no man-made overhead structure covering the parking stalls.",data-ev\data\images\primary\448466_primary_99c0a5f74f55.png,data-ev\data\images\context\448466_context_99c0a5f74f55.png
448537,eVgo Network,CA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement and parked cars, indicating no overhead cover.",data-ev\data\images\primary\448537_primary_18cc6e769754.png,data-ev\data\images\context\448537_context_18cc6e769754.png
448757,Tesla,NY,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible parking lines and cars, with no overhead man-made structure, solar panels, or garage covering the area.",data-ev\data\images\primary\448757_primary_e19ab810a754.png,data-ev\data\images\context\448757_context_e19ab810a754.png
449015,ChargePoint Network,TN,no_shade,0.9,no_shade,"The center of both images shows an open road or path with no visible man-made overhead structure, only open sky above.",data-ev\data\images\primary\449015_primary_00d13ec1112c.png,data-ev\data\images\context\449015_context_00d13ec1112c.png
449019,ChargePoint Network,TN,no_shade,1.0,no_shade,"The center of both images clearly shows an open, unpaved area with no visible overhead structures, canopies, or roofs.",data-ev\data\images\primary\449019_primary_2c7a827d291b.png,data-ev\data\images\context\449019_context_2c7a827d291b.png
449029,ChargePoint Network,CA,no_shade,1.0,no_shade,"The center of both images shows an open, unpaved, dirt-like area with no visible man-made structures or overhead cover.",data-ev\data\images\primary\449029_primary_18cc79e9a017.png,data-ev\data\images\context\449029_context_18cc79e9a017.png
449115,US_SUPERCHARGE,FL,no_shade,1.0,no_shade,"The center of both images clearly shows an open, paved area with no overhead man-made structures, canopies, or solar panels.",data-ev\data\images\primary\449115_primary_5dc26f75d3c1.png,data-ev\data\images\context\449115_context_5dc26f75d3c1.png
449142,ChargePoint Network,CA,no_shade,1.0,no_shade,"The center of both images clearly shows an open paved area with no man-made overhead structures, only bare pavement and some small vegetation.",data-ev\data\images\primary\449142_primary_1e0db3bb5d82.png,data-ev\data\images\context\449142_context_1e0db3bb5d82.png
449185,Tesla,MA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking stall with visible pavement and parking lines, and no man-made overhead structure.",data-ev\data\images\primary\449185_primary_fa5ab5078b87.png,data-ev\data\images\context\449185_context_fa5ab5078b87.png
449611,JULE,ME,no_shade,0.9,no_shade,"The center of the image shows a building roof with no cars or parking stalls, indicating the charger coordinate is likely misplaced, and the actual charging stalls are in the adjacent open parking lot visible in the context image.",data-ev\data\images\primary\449611_primary_6067b44e6307.png,data-ev\data\images\context\449611_context_6067b44e6307.png
449649,SHELL_RECHARGE,IL,no_shade,0.9,no_shade,"The center of the image shows the flat, light-colored roof of a large building, which is not a parking deck, and the actual charging stalls are presumed to be in the adjacent open parking lot.",data-ev\data\images\primary\449649_primary_d84e205b4ff3.png,data-ev\data\images\context\449649_context_d84e205b4ff3.png
449773,FLO,AL,no_shade,0.9,no_shade,"The center of the image is a large, white, featureless building roof, and the actual charging stalls are presumed to be in the adjacent open parking lot which has no overhead cover.",data-ev\data\images\primary\449773_primary_5c3ec32eb0e7.png,data-ev\data\images\context\449773_context_5c3ec32eb0e7.png
450155,DIRT_ROAD,CA,no_shade,1.0,no_shade,"The center of both images clearly shows an open paved area, likely a road or parking lot, with no visible man-made overhead structures or canopies.",data-ev\data\images\primary\450155_primary_fb59956b18b2.png,data-ev\data\images\context\450155_context_fb59956b18b2.png
450434,WALMART,GA,no_shade,0.9,no_shade,"The center of both images shows an open, light-colored paved area, consistent with a parking lot, with no visible overhead structure, canopy, or building.",data-ev\data\images\primary\450434_primary_1223fb4d2211.png,data-ev\data\images\context\450434_context_1223fb4d2211.png
450498,STAY_N_CHARGE,ME,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with cars and pavement, with no visible man-made overhead structure, solar panels, or garage covering the area.",data-ev\data\images\primary\450498_primary_8d0f7067d750.png,data-ev\data\images\context\450498_context_8d0f7067d750.png
451116,RED_E,VT,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure, solar panels, or garage covering the area.",data-ev\data\images\primary\451116_primary_cb602f2810f5.png,data-ev\data\images\context\451116_context_cb602f2810f5.png
451616,EVIUM,IL,no_shade,0.9,no_shade,"The center of the image is on a large, dark, featureless building roof, not a parking deck, with an open parking lot visible adjacent to it where the charger would likely be located.",data-ev\data\images\primary\451616_primary_908ad88ce626.png,data-ev\data\images\context\451616_context_908ad88ce626.png
451703,FPLEV,FL,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parking lines, with no man-made overhead structure, solar panels, or garage covering the area.",data-ev\data\images\primary\451703_primary_3f69c529201d.png,data-ev\data\images\context\451703_context_3f69c529201d.png
451709,FPLEV,FL,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible parking stalls and cars, with no man-made overhead structure, canopy, or garage covering the area.",data-ev\data\images\primary\451709_primary_6dd106726c28.png,data-ev\data\images\context\451709_context_6dd106726c28.png
452492,SYNERGEV,TX,no_shade,0.9,no_shade,"The center of both images shows an open, light-colored parking lot with visible parked cars and no discernible overhead man-made structure.",data-ev\data\images\primary\452492_primary_697c6d267997.png,data-ev\data\images\context\452492_context_697c6d267997.png
454188,eVgo Network,WA,shade_solar_pv,0.95,shade_solar_pv,"The center of the image shows a long, rectangular canopy over a parking area, which clearly displays a dark, grid-like pattern indicative of solar photovoltaic panels.",data-ev\data\images\primary\454188_primary_39aea94087d0.png,data-ev\data\images\context\454188_context_39aea94087d0.png
455098,INTERTIE,CA,no_shade,0.9,no_shade,"The center of the image shows a large building roof with distinct lines, not a parking area, and the context image reveals open parking lots surrounding the building, indicating the charger is likely mis-geocoded and located in an adjacent open-air parking stall.",data-ev\data\images\primary\455098_primary_868a70c30a7b.png,data-ev\data\images\context\455098_context_868a70c30a7b.png
455783,RACETRAC,TX,no_shade,1.0,no_shade,"The center of both images clearly shows an open, paved parking area with no visible overhead man-made structure, canopy, or solar panels.",data-ev\data\images\primary\455783_primary_4060bc91ae08.png,data-ev\data\images\context\455783_context_4060bc91ae08.png
